Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Quantity outcome 2,Reference/link to data,Accessed on
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Animal Contact - Multistate - 2012,"Etiology: Salmonella enterica; Salmonella enterica; Salmonella enterica; Setting: NA; Source: Other poultry; Baby chick or duckling-Chicken; Chick, baby chick",2012-03-01,2012-03-01,3,195,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2013,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-04-01,2013-04-01,3,11,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2012,Etiology: Norovirus Genogroup I; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-01-01,2012-01-01,3,75,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2012,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2012-02-01,2012-02-01,3,89,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,3,67,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,3,72,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,3,143,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-01-01,2014-01-01,3,108,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,3,31,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2015,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,3,92,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 1998,"Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Other; Source: Seeded Vegetables-tomato, unspecified-NA",1998-12-01,1998-12-01,3,86,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Florida - 2000,"Etiology: NA; Setting: Restaurant - other or unknown type; Source: Multiple-pizza, meat and vegetable-NA",2000-05-01,2000-05-01,3,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Michigan - 2007,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,2007-10-01,2007-10-01,3,20,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Massachusetts - 2007,"Etiology: Listeria monocytogenes; Setting: Other; Source: Dairy-skim milk, pasteurized; other milk, pasteurized-NA",2007-06-01,2007-06-01,3,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2007,Etiology: Salmonella enterica; Setting: Private home/residence; Source: Multiple-pot pie-NA,2007-02-01,2007-02-01,3,401,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - New York - 2008,Etiology: Listeria monocytogenes; Setting: Hospital; Source: Multiple-tuna salad-NA,2008-08-01,2008-08-01,3,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-03-01,2015-03-01,3,53,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2010,"Etiology: Listeria monocytogenes; Setting: Hospital; Source: Multiple-ice cream, commercial-NA",2010-01-01,2010-01-01,3,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2015,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-03-01,2015-03-01,3,42,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2015,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-11-01,2015-11-01,3,32,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2013,"Etiology: Listeria monocytogenes; Setting: Private home/residence; Long-term care/nursing home/assisted living facility; Source: Multiple-frozen vegetables-vegetables, unspecified",2013-05-01,2013-05-01,3,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2016,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-12-01,2016-12-01,3,42,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2017,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-01-01,2017-01-01,3,21,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Virginia - 2010,Etiology: Norovirus; Setting: Hospital; Source: NA,2010-02-01,2010-02-01,3,19,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2017,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-03-01,2017-03-01,3,48,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2016,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2016-12-01,2016-12-01,3,47,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - New Hampshire - 2017,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2017-05-01,2017-05-01,3,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2013,Etiology: Listeria monocytogenes; Setting: Other; Source: Multiple-hummus-NA,2013-06-01,2013-06-01,3,28,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - New York - 2014,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Source: Drinking water-Community,2014-09-01,2014-09-01,3,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2016,Etiology: Clostridium perfringens; Setting: Private home/residence; Banquet Facility (food prepared and served on-site); Source: Turkey-turkey-NA,2016-11-01,2016-11-01,3,23,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Alabama - 2018,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2018-01-01,2018-01-01,3,34,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2018,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2018-11-01,2018-11-01,3,43,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2018,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2018-11-01,2018-11-01,3,58,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2018,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2018-12-01,2018-12-01,3,52,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2019,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-01-01,2019-01-01,3,83,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2014,Etiology: Listeria monocytogenes; Setting: Other; Source: Vegetable Row Crops-prepackaged leafy greens-NA,2014-07-01,2014-07-01,3,9,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Michigan - 2018,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Source: Drinking water-Community,2018-11-01,2018-11-01,3,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2019,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2019-12-01,2019-12-01,3,74,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Connecticut - 2020,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2020-01-01,2020-01-01,3,82,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2017,Etiology: Listeria monocytogenes; Setting: Private home/residence; Source: Vegetable Row Crops-prepackaged leafy greens-NA,2017-09-01,2017-09-01,3,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Kansas - 1975,Etiology: Legionella unknown; Setting: Hospital/Health Care; Source: Undetermined water-Unknown,1975-08-01,1975-08-01,3,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Massachusetts - 1993,Etiology: Legionella pneumophila; Setting: Community/Municipality; Source: Other/Environmental water-Unknown,1993-07-01,1993-07-01,3,11,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Michigan - 1985,Etiology: Legionella pneumophila; Setting: Other; Source: Undetermined water-Unknown,1985-05-01,1985-05-01,3,14,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - North Carolina - 2004,Etiology: Legionella pneumophila; Setting: Hospital/Health Care; Factory/Industrial Facility; Source: Other/Environmental water-Cooling Tower; Unknown,2004-09-01,2004-09-01,3,7,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
