Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on,Category ID
Recessions - Arab World,1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.191402858505045,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.268577955432751,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.895872722632006,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.105684995149209,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.244757050488396,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.154758941708666,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.0975085119466011,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.359338061982622,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.357874023184056,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,0.0309116150954458,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.0630616646331099,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,-0.0577952170866312,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,0.0177709703297459,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,-0.0150244700427251,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,-0.0298337208966647,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,0.0826124882107182,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,-0.0356458979642825,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.0727760791462938,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.412974863630251,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,-0.267895348945929,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.00485429270273919,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,0.0188971889847521,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.0517848270877203,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.0951053582632078,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.104547769291893,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.0783541978074215,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,-0.0269098233322465,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,0.106040450959841,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.144749123316108,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.0214625523016259,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,0.00578250482337939,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.105500267238725,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.189664646498752,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.228778185677904,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.185221271667707,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.163652925324489,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.259042339941838,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.12199066452393,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.175967238449257,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.0923334506872814,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,0.0965085141598689,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0202204773039038,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,0.0182619572182053,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.123135144057743,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,-0.00883827808699897,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.0324296637797986,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,0.0778779221223978,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,0.00645400561148888,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.116266472604896,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Arab World,2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.148513586436174,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G19
Recessions - Caribbean small states,1961,"Year over year change in GDP, 1961",1961-01-01,1961-12-31,0.0840265389887887,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1962,"Year over year change in GDP, 1962",1962-01-01,1962-12-31,0.0567108903296835,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1963,"Year over year change in GDP, 1963",1963-01-01,1963-12-31,0.0633354455134083,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1964,"Year over year change in GDP, 1964",1964-01-01,1964-12-31,0.0785704423579882,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1965,"Year over year change in GDP, 1965",1965-01-01,1965-12-31,0.077190730236921,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1966,"Year over year change in GDP, 1966",1966-01-01,1966-12-31,0.0855717888248279,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1967,"Year over year change in GDP, 1967",1967-01-01,1967-12-31,0.0740372312009783,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1968,"Year over year change in GDP, 1968",1968-01-01,1968-12-31,-0.00609982111496683,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1969,"Year over year change in GDP, 1969",1969-01-01,1969-12-31,0.089543612539833,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1970,"Year over year change in GDP, 1970",1970-01-01,1970-12-31,0.099875114988754,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1971,"Year over year change in GDP, 1971",1971-01-01,1971-12-31,0.0872332441275714,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
Recessions - Caribbean small states,1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.154741966725516,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G21
